"AUXLR281.Code.or.Value","AUXLR281.Value.Description","AUXLR281.Count","AUXLR281.Cumulative","AUXLR281.Skip.to.Item"
"-21 to 57","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
