"HUQ030.Code.or.Value","HUQ030.Value.Description","HUQ030.Count","HUQ030.Cumulative","HUQ030.Skip.to.Item"
"1","Yes",8634,8634,""
"2","There is no place",1074,9708,"HUQ050"
"3","There is more than one place",48,9756,""
"7","Refused",0,9756,"HUQ050"
"9","Don't know",0,9756,"HUQ050"
".","Missing",0,9756,""
