"AUXLR240.Code.or.Value","AUXLR240.Value.Description","AUXLR240.Count","AUXLR240.Cumulative","AUXLR240.Skip.to.Item"
"-29 to 59","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
