"SXQ803.Code.or.Value","SXQ803.Value.Description","SXQ803.Count","SXQ803.Cumulative","SXQ803.Skip.to.Item"
"1","Yes",1588,1588,NA
"2","No",476,2064,NA
"7","Refused",2,2066,NA
"9","Don't know",0,2066,NA
".","Missing",2777,4843,NA
