"AUXRR276.Code.or.Value","AUXRR276.Value.Description","AUXRR276.Count","AUXRR276.Cumulative","AUXRR276.Skip.to.Item"
"-46 to 46","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
