"TYXP047.Code.or.Value","TYXP047.Value.Description","TYXP047.Count","TYXP047.Cumulative","TYXP047.Skip.to.Item"
"-63 to 191","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
