"URDP02LC.Code.or.Value","URDP02LC.Value.Description","URDP02LC.Count","URDP02LC.Cumulative","URDP02LC.Skip.to.Item"
"0","At or above the detection limit",2575,2575,NA
"1","Below lower detection limit",0,2575,NA
".","Missing",122,2697,NA
