"AUXRR116.Code.or.Value","AUXRR116.Value.Description","AUXRR116.Count","AUXRR116.Cumulative","AUXRR116.Skip.to.Item"
"-74 to 104","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
