"CBQ670.Code.or.Value","CBQ670.Value.Description","CBQ670.Count","CBQ670.Cumulative","CBQ670.Skip.to.Item"
"1","Very important",1914,1914,NA
"2","Somewhat important",466,2380,NA
"3","Not too important",45,2425,NA
"4","Not at all important",11,2436,NA
"7","Refused",0,2436,NA
"9","Don't know",6,2442,NA
".","Missing",503,2945,NA
