"DBQ421.Code.or.Value","DBQ421.Value.Description","DBQ421.Count","DBQ421.Cumulative","DBQ421.Skip.to.Item"
"1","Free",943,943,NA
"2","Reduced price",92,1035,NA
"3","Full price",98,1133,NA
"7","Refused",0,1133,NA
"9","Don't know",0,1133,NA
".","Missing",8623,9756,NA
