"RHQ031.Code.or.Value","RHQ031.Value.Description","RHQ031.Count","RHQ031.Cumulative","RHQ031.Skip.to.Item"
"1","Yes",1699,1699,""
"2","No",1377,3076,"RHD043"
"7","Refused",2,3078,"RHQ060"
"9","Don't know",0,3078,"RHQ060"
".","Missing",393,3471,""
