"SMQ650.Code.or.Value","SMQ650.Value.Description","SMQ650.Count","SMQ650.Cumulative","SMQ650.Skip.to.Item"
"1 to 50","Range of Values",366,366,NA
"77","Refused",1,367,NA
"99","Don't know",3,370,NA
".","Missing",6388,6758,NA
