"TYXP007.Code.or.Value","TYXP007.Value.Description","TYXP007.Count","TYXP007.Cumulative","TYXP007.Skip.to.Item"
"120 to 199","Range of Values",5584,5584,NA
".","Missing",1,5585,NA
