"AUXRR261.Code.or.Value","AUXRR261.Value.Description","AUXRR261.Count","AUXRR261.Cumulative","AUXRR261.Skip.to.Item"
"-8 to 37","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
