"LBD206LC.Code.or.Value","LBD206LC.Value.Description","LBD206LC.Count","LBD206LC.Cumulative","LBD206LC.Skip.to.Item"
"0","At or above the detection limit",130,130,NA
"1","Below lower detection limit",121,251,NA
".","Missing",0,251,NA
