"RHQ584.Code.or.Value","RHQ584.Value.Description","RHQ584.Count","RHQ584.Cumulative","RHQ584.Skip.to.Item"
"1","Yes",17,17,NA
"2","No",27,44,NA
"7","Refused",0,44,NA
"9","Don't know",0,44,NA
".","Missing",3821,3865,NA
