"AUXRR109.Code.or.Value","AUXRR109.Value.Description","AUXRR109.Count","AUXRR109.Cumulative","AUXRR109.Skip.to.Item"
"-101 to 39","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
