"AUXRR109.Code.or.Value","AUXRR109.Value.Description","AUXRR109.Count","AUXRR109.Cumulative","AUXRR109.Skip.to.Item"
"-57 to 90","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
