"CIQD076.Code.or.Value","CIQD076.Value.Description","CIQD076.Count","CIQD076.Cumulative","CIQD076.Skip.to.Item"
"1","Past Month",0,0,"CIQD078"
"2","More than a month ago",3,3,"CIQD078"
"7","Refuse",0,3,"CIQD078"
"9","Don't know",0,3,"CIQD078"
".","Missing",925,928,""
