"RHQ290.Code.or.Value","RHQ290.Value.Description","RHQ290.Count","RHQ290.Cumulative","RHQ290.Skip.to.Item"
"15 to 81","Range of Values",502,502,NA
"777","Refused",0,502,NA
"999","Don't know",11,513,NA
".","Missing",3004,3517,NA
