"CIQD005.Code.or.Value","CIQD005.Value.Description","CIQD005.Count","CIQD005.Cumulative","CIQD005.Skip.to.Item"
"1","Yes",54,54,NA
"2","No",15,69,NA
"7","Refuse",0,69,NA
"9","Don't know",0,69,NA
".","Missing",859,928,NA
