"DBQ010.Code.or.Value","DBQ010.Value.Description","DBQ010.Count","DBQ010.Cumulative","DBQ010.Skip.to.Item"
"1","Yes",1322,1322,""
"2","No",596,1918,"DBD041"
"7","Refused",1,1919,"DBD041"
"9","Don't know",8,1927,"DBD041"
".","Missing",8610,10537,""
