"AUXRR218.Code.or.Value","AUXRR218.Value.Description","AUXRR218.Count","AUXRR218.Cumulative","AUXRR218.Skip.to.Item"
"-32 to 42","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
