"AUDTYL46.Code.or.Value","AUDTYL46.Value.Description","AUDTYL46.Count","AUDTYL46.Cumulative","AUDTYL46.Skip.to.Item"
"0 to 2.94","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
