"DUQ330.Code.or.Value","DUQ330.Value.Description","DUQ330.Count","DUQ330.Cumulative","DUQ330.Skip.to.Item"
"1","Yes",284,284,""
"2","No",439,723,"DUQ370"
"7","Refused",0,723,"DUQ370"
"9","Don't know",0,723,"DUQ370"
".","Missing",4334,5057,""
