"AUXRR182.Code.or.Value","AUXRR182.Value.Description","AUXRR182.Count","AUXRR182.Cumulative","AUXRR182.Skip.to.Item"
"-18 to 117","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
