"OHQ136.Code.or.Value","OHQ136.Value.Description","OHQ136.Count","OHQ136.Cumulative","OHQ136.Skip.to.Item"
"1","Yes",49,49,NA
"2","No",407,456,NA
"7","Refused",0,456,NA
"9","Don't know",0,456,NA
".","Missing",8391,8847,NA
