"AUXLR152.Code.or.Value","AUXLR152.Value.Description","AUXLR152.Count","AUXLR152.Cumulative","AUXLR152.Skip.to.Item"
"-23 to 78","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
