"AUDTYR22.Code.or.Value","AUDTYR22.Value.Description","AUDTYR22.Count","AUDTYR22.Cumulative","AUDTYR22.Skip.to.Item"
"0 to 2.56","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
