"SMQ020.Code.or.Value","SMQ020.Value.Description","SMQ020.Count","SMQ020.Cumulative","SMQ020.Skip.to.Item"
"1","Yes",2866,2866,""
"2","No",3352,6218,"SMAQUEX2"
"7","Refused",0,6218,"SMAQUEX2"
"9","Don't know",0,6218,"SMAQUEX2"
".","Missing",1310,7528,""
