"CBQ590.Code.or.Value","CBQ590.Value.Description","CBQ590.Count","CBQ590.Cumulative","CBQ590.Skip.to.Item"
"1","Often",545,545,NA
"2","Sometimes",778,1323,NA
"3","Rarely",286,1609,NA
"4","Never",158,1767,NA
"7","Refused",0,1767,NA
"9","Don't know",3,1770,NA
".","Missing",1099,2869,NA
