"DUQ340.Code.or.Value","DUQ340.Value.Description","DUQ340.Count","DUQ340.Cumulative","DUQ340.Skip.to.Item"
"10 to 58","Range of Values",224,224,NA
"777","Refused",0,224,NA
"999","Don't know",0,224,NA
".","Missing",4572,4796,NA
