"DUQ430.Code.or.Value","DUQ430.Value.Description","DUQ430.Count","DUQ430.Cumulative","DUQ430.Skip.to.Item"
"1","Yes",157,157,NA
"2","No",1597,1754,NA
"7","Refused",0,1754,NA
"9","Don't know",0,1754,NA
".","Missing",3089,4843,NA
