"LBD066LC.Code.or.Value","LBD066LC.Value.Description","LBD066LC.Count","LBD066LC.Cumulative","LBD066LC.Skip.to.Item"
"0","detectable result",1881,1881,NA
"1","below detectable limit",17,1898,NA
".","Missing",387,2285,NA
