"TYXP039.Code.or.Value","TYXP039.Value.Description","TYXP039.Count","TYXP039.Cumulative","TYXP039.Skip.to.Item"
"-22 to 177","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
