"MCQ203.Code.or.Value","MCQ203.Value.Description","MCQ203.Count","MCQ203.Cumulative","MCQ203.Skip.to.Item"
"1","Yes",174,174,""
"2","No",8180,8354,"MCQ220"
"7","Refused",0,8354,"MCQ220"
"9","Don't know",12,8366,"MCQ220"
".","Missing",1209,9575,""
