"AUXRR106.Code.or.Value","AUXRR106.Value.Description","AUXRR106.Count","AUXRR106.Cumulative","AUXRR106.Skip.to.Item"
"-76 to 49","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
