"AUXLR221.Code.or.Value","AUXLR221.Value.Description","AUXLR221.Count","AUXLR221.Cumulative","AUXLR221.Skip.to.Item"
"-35 to 61","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
