"AUXLR221.Code.or.Value","AUXLR221.Value.Description","AUXLR221.Count","AUXLR221.Cumulative","AUXLR221.Skip.to.Item"
"-134 to 67","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
