"TYXP174.Code.or.Value","TYXP174.Value.Description","TYXP174.Count","TYXP174.Cumulative","TYXP174.Skip.to.Item"
"-298 to -2","Range of Values",2844,2844,NA
".","Missing",5625,8469,NA
