"OHQ865.Code.or.Value","OHQ865.Value.Description","OHQ865.Count","OHQ865.Cumulative","OHQ865.Skip.to.Item"
"1","Yes",778,778,NA
"2","No",4050,4828,NA
"7","Refused",0,4828,NA
"9","Don't know",6,4834,NA
".","Missing",343,5177,NA
