"TYXP234.Code.or.Value","TYXP234.Value.Description","TYXP234.Count","TYXP234.Cumulative","TYXP234.Skip.to.Item"
"-297 to -29","Range of Values",218,218,NA
".","Missing",8251,8469,NA
