"CBQ545.Code.or.Value","CBQ545.Value.Description","CBQ545.Count","CBQ545.Cumulative","CBQ545.Skip.to.Item"
"1","Often",635,635,NA
"2","Sometimes",938,1573,NA
"3","Rarely",441,2014,NA
"4","Never",163,2177,NA
"7","Refused",0,2177,NA
"9","Don't know",2,2179,NA
".","Missing",766,2945,NA
