"AUXRR206.Code.or.Value","AUXRR206.Value.Description","AUXRR206.Count","AUXRR206.Cumulative","AUXRR206.Skip.to.Item"
"-118 to 53","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
