"TYXP058.Code.or.Value","TYXP058.Value.Description","TYXP058.Count","TYXP058.Cumulative","TYXP058.Skip.to.Item"
"-127 to 175","Range of Values",5582,5582,NA
".","Missing",3,5585,NA
