"TYXP251.Code.or.Value","TYXP251.Value.Description","TYXP251.Count","TYXP251.Cumulative","TYXP251.Skip.to.Item"
"-298 to -25","Range of Values",138,138,NA
".","Missing",8331,8469,NA
