"RHQ140.Code.or.Value","RHQ140.Value.Description","RHQ140.Count","RHQ140.Cumulative","RHQ140.Skip.to.Item"
"1","Yes",264,264,""
"2","No",514,778,"RHQ160"
"7","Refused",0,778,"RHQ160"
"9","Don't know",9,787,"RHQ160"
".","Missing",2730,3517,""
