"DUQ330.Code.or.Value","DUQ330.Value.Description","DUQ330.Count","DUQ330.Cumulative","DUQ330.Skip.to.Item"
"1","Yes",240,240,""
"2","No",431,671,"DUQ370"
"7","Refused",0,671,"DUQ370"
"9","Don't know",1,672,"DUQ370"
".","Missing",4171,4843,""
