"AUXRR120.Code.or.Value","AUXRR120.Value.Description","AUXRR120.Count","AUXRR120.Cumulative","AUXRR120.Skip.to.Item"
"-65 to 80","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
