"AUDTYL47.Code.or.Value","AUDTYL47.Value.Description","AUDTYL47.Count","AUDTYL47.Cumulative","AUDTYL47.Skip.to.Item"
"0 to 3.22","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
