"AUXLR178.Code.or.Value","AUXLR178.Value.Description","AUXLR178.Count","AUXLR178.Cumulative","AUXLR178.Skip.to.Item"
"-10 to 74","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
