"ORXH61.Code.or.Value","ORXH61.Value.Description","ORXH61.Count","ORXH61.Cumulative","ORXH61.Skip.to.Item"
"1","Positive",25,25,NA
"2","Negative",4385,4410,NA
"3","Not evaluated",386,4796,NA
".","Missing",0,4796,NA
