"AUXRR153.Code.or.Value","AUXRR153.Value.Description","AUXRR153.Count","AUXRR153.Cumulative","AUXRR153.Skip.to.Item"
"-11 to 43","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
