"AUXLR170.Code.or.Value","AUXLR170.Value.Description","AUXLR170.Count","AUXLR170.Cumulative","AUXLR170.Skip.to.Item"
"-16 to 55","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
