"AUXLR167.Code.or.Value","AUXLR167.Value.Description","AUXLR167.Count","AUXLR167.Cumulative","AUXLR167.Skip.to.Item"
"-16 to 50","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
