"RHQ540.Code.or.Value","RHQ540.Value.Description","RHQ540.Count","RHQ540.Cumulative","RHQ540.Skip.to.Item"
"1","Yes",606,606,""
"2","No",1765,2371,"RHQ700"
"7","Refused",0,2371,"RHQ700"
"9","Don't know",11,2382,"RHQ700"
".","Missing",1483,3865,""
