"SMQ140.Code.or.Value","SMQ140.Value.Description","SMQ140.Count","SMQ140.Cumulative","SMQ140.Skip.to.Item"
"1","Every day,",5,5,""
"2","Some days, or",9,14,"SMQ150"
"3","Not at all?",232,246,"SMQ150"
"7","Refused",0,246,"SMQ150"
"9","Don't know",0,246,"SMQ150"
".","Missing",4634,4880,""
