"AUXLR174.Code.or.Value","AUXLR174.Value.Description","AUXLR174.Count","AUXLR174.Cumulative","AUXLR174.Skip.to.Item"
"-2 to 54","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
