"DBD020.Code.or.Value","DBD020.Value.Description","DBD020.Count","DBD020.Cumulative","DBD020.Skip.to.Item"
"1 to 730","Range of Values",1431,1431,""
"0","Never",50,1481,"DBD085"
"777777","Refused",0,1481,"DBD085"
"999999","Don't know",3,1484,"DBD085"
".","Missing",8864,10348,""
