"RFXC074.Code.or.Value","RFXC074.Value.Description","RFXC074.Count","RFXC074.Cumulative","RFXC074.Skip.to.Item"
"-7.553 to 5.206","Range of Values",33697,33697,NA
".","Missing",24,33721,NA
