"SXQ727.Code.or.Value","SXQ727.Value.Description","SXQ727.Count","SXQ727.Cumulative","SXQ727.Skip.to.Item"
"0 to 150","Range of Values",1523,1523,NA
"77777","Refused",4,1527,NA
"99999","Don't know",0,1527,NA
".","Missing",3269,4796,NA
