"RFXC044.Code.or.Value","RFXC044.Value.Description","RFXC044.Count","RFXC044.Cumulative","RFXC044.Skip.to.Item"
"-6.813 to 3.857","Range of Values",51066,51066,NA
".","Missing",10,51076,NA
