"DBD895.Code.or.Value","DBD895.Value.Description","DBD895.Count","DBD895.Cumulative","DBD895.Skip.to.Item"
"1 to 21","Range of Values",7209,7209,""
"0","None",2264,9473,"DBD905"
"5555","More than 21 meals per week",8,9481,""
"7777","Refused",0,9481,"DBD905"
"9999","Dont Know",13,9494,"DBD905"
".","Missing",477,9971,""
