"AUXLR119.Code.or.Value","AUXLR119.Value.Description","AUXLR119.Count","AUXLR119.Cumulative","AUXLR119.Skip.to.Item"
"-43 to 46","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
